,VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,Link,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
413,Verified,Operation Renewed Hope (ORHF),Veteran Services,,,(703) 887-8117,"P.O. Box 10142, Alexandria, VA 22310","https://www.operationrenewedhopefoundation.org/need-help-now-contact-orhf-homeless-veterans/#:~:text=About%20ORHF,-We%20provide%20a&text=If%20you%20are%20a%20Veteran,support%20and%20services%20you%20need.","Operation Renewed Hope Foundation helps Veterans receive the housing, transportation and supportive services they require to rebuild their lives.",,,38.804693,-77.0435257
414,,Opioid Response and Naloxone Education,Mental Health Substance Use,csbhwteam@pwcgov.org,,571-866-6400,,https://www.pwcva.gov/department/community-services/naloxone-education/,"Weekly sessions on opioid community prevention, treatment
and recovery.",,,40.7035916,-104.7808024
415,,Our Lady of Angels Catholic Church,Faith Based Services,olacc13752@gmail.com,,(703) 494-2444,"13752 Marys Way, Woodbridge, VA 22191",www.olacc.org,,,,38.6537402,-77.2563377
416,,Panaorama Latino TV Show,Public Commuications,panoramalatino3@aol.com,,(703)851-5525,,,,,,40.7035916,-104.7808024
417,,Parent Resource Center,Parenting,HollebAJ@pwcs.edu,, (703) 791-8846 or (703) 791-7438,"14715 Bristow Road, Manassas, VA 20112",https://www.pwcs.edu/academics___programs/special_education/parent_resource_center/index,,,,38.6365571,-77.4347368
418,Verified,Parent Resource Center Workshop PWC,Family,ContreEM@pwcs.edu,, (703) 791-7935,"Kelly Leadership Center, Second Floor, Suite 2200, 14715 Bristow Rd., Manassas, VA 20112",https://www.pwcs.edu/academics___programs/special_education/parent_resource_center/index,"In operation since November 1992, the PWCS Office of Special Education Parent Resource Center's mission is to assist parents and families of children with disabilities to become active participants in their child's education. Its goal is to promote a positive relationship between parents and educators.

The PRC provides information, a lending library, and supports parents regarding the special education process in Prince William County, and will refer parents to appropriate resources in the division and the community. PRC staff may not serve as advocates for parents; in School Intervention, IEP, or Eligibility meetings or attend a Central Office Review, State Mediation, or Due Process Hearing.

Please check the events page often for information that may be of interest to you. TTAC Online, their websites are listed on the Events page, has many resources.

The Parent Resource Center (PRC) can provide bilingual support for parents. If interested in receiving this support, contact the PRC by phone at 703-791-8846 or 703-791-7438. Please provide the following information:

Name
Preferred Language
Days/Times available for consultation
Contact information (phone number and/or email address)","Monday - Friday 8 a.m. - 4:30 p.m.
Hours by appointment",,38.63661,-77.4348102
419,,Park Rx America,Mental Health Substance Use,doczarr@parkrxamerica.org,,,,https://parkrxamerica.org/,Adult,,,40.7035916,-104.7808024
420,,Park Valley Church,Faith Based Services,info@parkvalleychurch.com,,571.261.2136,"4500 Waverly Farm Drive, Haymarket, VA 20169 ",https://www.parkvalleychurch.com/,,,,38.86041280000001,-77.6386374
421,,Parkland Immanuel Church of God,Faith Based Services,parklandimmanuelcog7@yahoo.com,,571-359-5148,"8709 Parkland St, Manassas, VA 20111, USA
",https://parklandimmanuelco.wixsite.com/website,,,,38.7925295,-77.46052739999999
422,,Partnership to End Addiction,Mental Health Substance Use,,,,,,"Online support meetings and resources for parents & caregivers
with children struggling with substance use.",,,40.7035916,-104.7808024
423,,Pathway Vineyard Church,Faith Based Services,info@pathwayvine.org,,(703) 494-8587,"1550 Prince William Pkwy, Woodbridge, VA 22191",www.pathwayvine.org,,,,38.65059,-77.2616848
424,,Patient Help Network - Low Cost Prescription Refill Assistance,Social Services,,,,,http://patienthelpnetwork.org/,,,,40.7035916,-104.7808024
425,,Paul B.Ebert Law Library,Legal Services,CircuitCourt@pwcgov.org,,703-792-6262,"9311 Lee Avenue 3rd Floor, Room 304, Manassas, VA 20110",,,,,38.7514307,-77.47892089999999
426,,Pediatric Primary Care Project,Family,,,(703) 244-7310,,Pediatric Primary Care Project - Northern Virginia Family Service (nvfs.org),Primary medical care connections to Kaiser Permanente for uninsured or income eligible children under 18 .,,,40.7035916,-104.7808024
427,,PeopleReady,Family,,,703-530-6530,,,Employment,,,40.7035916,-104.7808024
428,Verified,Community Services -- Phoenix Center,Vocational Rehabilitation,emailcsb@pwcgov.org,,(703) 792-7800,"8500 Phoenix Drive, Manassas, VA, 20110",https://www.pwcva.gov/department/community-services/vocational-rehabilitation/,"A psychosocial rehabilitation program intended to support adults with psychiatric and cognitive disabilities move forward in their recovery. The program is designed to help individuals determine their strengths, needs and capabilities while determining individual recovery goals.",,,38.763646,-77.45408599999999
429,,Piedmont Bible Church,Faith Based Services,,,(571) 284-7166,"14910 Washington St, Haymarket, VA 20169",http://www.piedmontbible.org/default.asp?sec_id=180007593,,,,38.8119563,-77.635065
430,,Pillar Church of Dumfries,Faith Based Services,"jake@pillardumfries.com
jake@pillardumfries.com
jake@pillardumfries.com",,(571) 931-6896,"17700 Wayside Dr, Dumfries, VA 22026",https://pillarchurchsbc.com/,,,,38.5658,-77.3069543
431,,Port Potomac HOA,HOA,,,(703) 499-9034,,,,,,40.7035916,-104.7808024
432,Verified,Portuguese American Leadership Council of the United States (PALCUS),Immigrant Support Services,palcus@palcus.org,,202-466-4664,"9255 Center St., Suite 102 - Manassas, VA 20110, USA",http://www.palcus.org,"PALCUS is committed to serving the community through increasingly active government relations efforts, the promotion of a greater awareness of ethnic accomplishments and encouraging stronger ties between Portugal and the United States. In this role, we advance the community professionally, politically and culturally, while working to ensure that issues directly affecting our community are addressed through our network of government and community leaders.",,,38.7504254,-77.4758264
433,Verified,Postpartum Support Virginia (PWC),Family,info@postpartumva.org,,(703) 829-7152,"Post Office Box 5742, Fredericksburg, VA 22403",https://postpartumva.org,"Postpartum Support Virginia’s MISSION is to educate families, healthcare providers and communities about perinatal mood & anxiety disorders (PMADs) and to provide resources to help new and expectant mothers and their families overcome anxiety, depression, and other PMADs.

Postpartum Support Virginia’s VISION is that all birthing people and parents in Virginia will receive information about PMADs, be screened for them during pregnancy and throughout the first year after birth and have access to resources for recovery.",,,38.32,-77.47
434,,Postpartun Psychosis facebook Groups,Family,,,,,Activism & Advocacy: https://www.facebook.com/groups/ 869281459947181/ Forum: https://www.facebook.com/groups/357619024101/ Survivors: https://www.facebook.com/groups/413383649158314/,"Virtual Facebook support groups for those suffering from
postpartum psychosis",,,40.7035916,-104.7808024
435,Verified,Potomac Library,Education Services,,,703-792-8330,"2201 Opitz Blvd, Woodbridge, VA 22191
",www.pwcva.gov/library,,"Sunday	CLOSED
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM","U.S. Passport Services will be closed from Saturday, March 1-Sunday, March 16. Appointments can be made at pwcva.gov/library beginning Monday, March 17.",38.6327224,-77.2806805
436,,Potomac Ministry Center,Faith Based Services,info@potomacag.org,,703-753-0300,"14525 John Marshall Hwy, Gainesville, VA 20155",http://www.potomacag.org/,,,,38.8059707,-77.6246865
437,Verified,Potomac Shores Recreation Center -- Shores Club,Community and Recreation Centers,,,,"1801 Potomac Shores Pkwy, Dumfries, VA 22026",https://potomacshores.com/lifestyle/shores-club/,"Our community’s heartbeat is the Shores Club, our epic 13,000-square-foot recreation and social hub. Here, neighbors become friends, grins stretch from ear to ear, and passions are shared and celebrated in many hobby clubs—everything from yoga, kickboxing and sewing to cigars and craft whiskey.",,,38.57357409999999,-77.27236189999999
438,,Potomac Valley Church,Faith Based Services,greatereveryday@gmail.com,,703-878-6937,"15201 Neabsco Mills Rd. Woodbridge, VA 22191",www.http://potomacvalleychurch.com,,,,38.6214859,-77.28792419999999
439,"Verified (not sure, food services suspended)",Praise Center Church Of God In Christ. ,Food,,,571-781-2722,"P.O. BOX 2733, Woodbridge, VA 22195",,"Praise Center Church Of God In Christ is a Holiness/Pentecostal church nestled in the Town of Dumfries, Virginia, a suburb of the Washington, D.C., metropolitan area. As a chartered branch of the Church Of God In Christ, Inc., based in Memphis, Tennessee, we proudly belong to the Historic Virginia First Ecclesiastical Jurisdiction under the leadership of Bishop Marc A. Thomas, Sr. of Portsmouth, Virginia.",Saturday (1st) -- Food Distribution (Temporarily suspended) – 11:00 am – 1:00 pm,,38.63,-77.27
440,,Pregnancy and Postpartum Psychosis Community Mosaic,Family,,,,,https://pppawarenessday.org/community-mosaic-submission/,"Community blog to share personal essays, creative writing,
artwork, and videos about pregnancy or postpartum psychosis.",,,40.7035916,-104.7808024
441,Verified,Preschool Programs (PWCS),Family,wilderaj@pwcs.edu,,(703) 791-8708,,https://www.pwcs.edu/academics___programs/head_start/index,"Preschool Programs
Prince William County Public Schools offers preschool programs through state and federal grants. Children who attend PWCS Preschool Program are enrolled in school and participate in the USDA food program, a variety of educational activities, and receive family services. Preschool activities help children grow mentally, socially, emotionally, and physically.

Eligibility Information
Eligibility is based on age, family income, and school attendance area.
-The child must be 4 years old by September 30,
-The family must meet income guidelines, and
-The family must live in a school attendance area served by the program.",,,40.7035916,-104.7808024
442,,Prince of Peace Church,Faith Based Services,princeofpeacechurch@aol.com,,571-402-7265,"13480 Dumfries Rd, Manassas, VA 20112",http://www.theprinceofpeacechurch.com/,,,,38.6601525,-77.4416293
443,,"Prince of Peace United Methodist Church
",Faith Based Services,genniebowles@vaumc.org,,703-670-4143 / (540) 649-1216,"6299 Token Forest Dr, Manassas, VA 20112",https://www.popumc.org/,,,,38.6746655,-77.39429729999999
444,,Prince William - Area Agency on Aging,County Services - Aging,,,(703) 792-5085,"13850 Church Hill Dr., Woodbridge, VA 22191",www.pwcgov.org/aginf,,,,38.6501228,-77.26580299999999
445,,Prince William Area Agency on Aging,Disabled and/or Elderly,,,703-792-6374,,pwcva.gov/aaa,"Resources for maintaining the independence and quality of life for adults and their families and
advocating, educating, coordinating and implementing programs and services for older adults.",,,40.7035916,-104.7808024
446,,Prince William Area Agency on Aging Long-Term Care Ombudsman Program,Disabled and/or Elderly,LTCOmbudsman@pwcgov.org,,703-792-7662,,https://www.pwcva.gov/department/area-agency-aging/long-term-care-ombudsman,"Provides information about nursing homes, assisted living facilities and home health care agencies.
Provides residents and their families with information about government benefits and the services
provided by other agencies and makes referrals where appropriate.",Monday-Friday 8am-5pm,,40.7035916,-104.7808024
447,,Prince William Area Free Clinic,Medical and Healthcare,,,,"13900 Church Hill Dr, Woodbridge, VA 22191, USA",https://www.pwafc.org/,,,,38.6490187,-77.2644782
448,Verified,Prince William Chamber of Commerce,Business Services,info@pwchamber.org,,703-368-6600,"9733 Buchanan Loop Manassas, VA 20110",https://pwchamber.org/,"As the largest Chamber of Commerce in the Washington, DC Metro area, the Prince William Chamber leverages its influence to champion policies that drive economic growth and enhance the business environment in Northern Virginia. Collaborating closely with our Policy Committee and Board of Directors, we identify key issues affecting local businesses and craft a strategic legislative agenda. Our advocacy efforts focus on critical priorities such as BPOL tax reform, advancing transportation infrastructure, and ensuring robust funding for education—laying the foundation for a thriving and prosperous community.",,,38.740528,-77.512973
449,,Prince William County - Gainsville District,County Supervisor Office,,,"(703)792-5785, (703)792-6196, (703)792-8407","13575 Heathcote Blvd. Suite 150, Gainesville, Virginia 20155",,,,,38.8020814,-77.5992423
450,Verified,"Prince William County Animal Shelter,",Pet,animalshelter@pwcgov.org,,703.792.6465,"14807 Bristow Road, Manassas, VA 20112",https://pwspca.org/food/,Accepts donations of pet food and supplies.  What cannot be used at the shelter is donated to the community. The pantry is in the shelter. Ask the front desk staff for information.  ,"• Tuesday – Friday: 11 a.m. – 5 p.m. 
• Saturday: 10 a.m. – 4 p.m.
• Sunday: 12 – 4 p.m.
• Monday and Holidays: Closed The shelter",,38.6347959,-77.4306112
451,,Prince William County Bar Association Lawyer Referral Service (LRS),Legal Services,,,703-393-2306,,,,,,40.7035916,-104.7808024
452,Verified,Prince William County Center,Community and Recreation Centers,info@pwcchoa.com,,(703) 580-9650,"4799 Wermuth Way, Woodbridge, VA 22192",https://pwcchoa.com/,"Prince William County Center Owners Association (PWCCOA) is a large sub-division of Prince William County, Virginia, consisting of over 600 single family and town homes. There is a shared facility at 4799 Wermuth Way with a party/meeting room, a gym, and a swimming pool.

The community has several large common areas spread across the property which are all easily and safely accessible by sidewalk. The North side of the community offers a large playground and tennis courts. There are tot lots at both the North East and South West sections of the community. The Association hosts “Music on the Green” events throughout the summer months at the Amphitheatre. Here you will find easy access to shops, banks, a 24-hour fitness center, as well as a dine-in restaurant and the Potomac Nationals Baseball stadium, bringing added entertainment to the local residents.
",Monday to Friday 9am to 5pm,,38.6734706,-77.3504311
